title,author_info,rating,pros,cons,helpful
Product design,"May 7, 2014 -",3,"Lot of learning when working with talented electrical and mechanical designers (not planing, marketing, software designer) Good brand name",Poor planing and marketing Slow decision due to less knowledge of management Work for very long time,Be the first to find this review helpful
Excellent Learning and nice environment,"Apr 19, 2014 - Marketing Manager in New Delhi",5,"Evolved management practices, Process oriented, much planning and thought process involved, great exposure to consumer electronic products and balanced work-personal life balance","it is difficult to figure out a con as such, if you love consumer lifestyle products and have a flair for tech products, you will have a great time here",Be the first to find this review helpful
Worst Company for Freshers!!!,"May 21, 2014 - Software Engineer in Bangalore",1,"1).For a fresher, If u want to prepare for CAT, GMAT, TOEFL this is the best company to do that. No work load for the first 6-8 months. You will get salary as well as bonus. 2) Best company for people who just want to earn decent money without doing much work. 3) Firing rate is low as employee themselves leave the company as soon as they get the chance.","Readers beware..It is going to be a bit lengthy. 1) For a fresher joining here, it's almost suicide for him/her unless you want to prepare for higher studies. If you think of switching after working here for 2-3 years, you get to know the reality that you are screwed big time. 2) Much attention is given to the extra curricular activities just like college festivals. 3) HR make big promises to you during interviews but beware not even single one of them get fulfilled. 4) Very less development projects. 80%-90% projects are of support and maintenance. 5) No value add to your career in fact you even forget what you learnt in your colleges/previous companies. 6) Lack of proper focus, lots of mismanagement. Tier-1 and Tier-2 college people are put up in support and maintenance projects.",Be the first to find this review helpful
Great experience but they promote the wrong people,"Apr 22, 2014 - Anonymous Employee in Toronto, ON",3,Great experience builder Lots of perks Good budgets,Don't promote the right people Value personal relationships over performance High school mentality,1 person found this review helpful
"Inspiring, innovative, open to change and fast pace of working","Apr 7, 2014 - Senior Marketing Manager in London, England",5,"Great people, full of passion, open to ideas and doing the right thing. Fun and innovative place to work. Enjoyed every moment.",Compensation and benefits below the market. Shift away from European management towards Tokyo / Sony mothership.,Be the first to find this review helpful
amazing,"Apr 16, 2014 -",4,ensure visibility of ones effort,corp culture usa is and odd mix,Be the first to find this review helpful
A great company to have your resume indeed however not a lot of room for growth.,"Apr 15, 2014 - Anonymous Employee",3,- Good opportunity to understand how a global company works. - Good environment to work in. - Very flexible during time-offs and holidays.,"- Not a lot of room for professional growth. - Processes sometimes are tiring. Too many levels/ people to go through, to get a job done.",Be the first to find this review helpful
Great company,"Mar 28, 2014 - Project Manager in London, England",5,Forward looking company always looking to develop new game titles and new hardware.,No real processes are followed or even written down. Can be challenging for a new starter.,Be the first to find this review helpful
Experience in Sony Electronics,"Apr 2, 2014 - Supply Chain Management in Brussels",3,"It is a big company with many opportunities to do different jobs, learn different roles in a very international and rich environment, with mostly skilled colleagues. And we are making great products!","Sony Electronics has been struggling for some time, so cost cutting is a constant concern. While this is one of the least Japanese company, there is a strong influence on the Japanese network and management. You need to be at ease dealing with multiple cultural background and Japanese way of doing to enjoy working at Sony.",Be the first to find this review helpful
Positive,"Mar 25, 2014 -",4,"Nice office location, good perks",Not much mobility with the company,Be the first to find this review helpful
Have 'Good old days' but need 'Change',"Mar 15, 2014 - Manager in Seoul",3,1) Still have great technology leading the market. 2) It's not hard to keep the balance between life & work. 3) Company encourages employees to challenge something new.,1) Doesn't accept market feedback or negative factors promptly. 2) Cooperation between different teams & division is not effectively made. 3) There are many doors in case of taking a new departure.,Be the first to find this review helpful
The winds they are a changing!,"Mar 10, 2014 - Project Manager in Lund, Skåne",4,Optimism One sony view Good products you can be proud of Innovation is getting stronger Focus,Promotion within. Mostly friends and old colleagues are promoted.,Be the first to find this review helpful
Good place to work in but not for long time,"Mar 7, 2014 - Accountant in Milan",3,"The environment is positive, most of the staff is great.",There are few opportunities to thrive your creativity.,1 person found this review helpful
Its Gud,"Mar 5, 2014 - SAP Basis Consultant in Yamunānagar",4,Comapny and work environment is Good,i dont think there are any downsides,Be the first to find this review helpful
"""Not a great Experience""","Feb 27, 2014 - Software Engineer in Bangalore",2,Work life balance. Cant think of anything else.,- No major work - Most of the time is spent on Meetings. No clear objective in most of the project - No career growth if you stay for more than 3 years - Salary no where up to Industrial standards,Be the first to find this review helpful
Nice company,"Feb 25, 2014 -",4,competitive compensation. Good work environment,No great projects. Mostly controlled by Japan,Be the first to find this review helpful
"Overall, it was a nice experience to work in Sony but the opportunity to grow & career advancement is limited.","Feb 17, 2014 - Anonymous Employee",3,Friendly colleague & flexible working hours,Limited career advancement & not performance based appraisal system,Be the first to find this review helpful
NICE DESIGN,"Feb 18, 2014 - Operatinal Development Manager in Riyadh",3,"Superb camera, water proof, high resolution","After sales support, availability of parts",Be the first to find this review helpful
Needs to leave space for the young ones :),"Feb 13, 2014 - Project Manager in Paris",3,-Working with Sony Products -Independence and responsibilities -A lot of challenges,"-Career path within the subsidiary are very limited for young ppl (<3 yrs of experience) -No real opportunities to go from one subsidiary to the other worlwide => lack of internal recruitment on a global scale -Management is conservative, old-school and does not really have a voice vs Top Mngt at European Level",Be the first to find this review helpful
